0,1,2,3
Genesis,3,9,"But the LORD God called out to the man, “Where are you?”"
Genesis,3,10,"He answered, “I heard you in the garden; I was afraid and hid from you, because I was naked.”"
Genesis,3,11,“Who told you that you were naked?” God asked. “Did you eat the fruit that I told you not to eat?”
Genesis,3,12,"The man answered, “The woman you put here with me gave me the fruit, and I ate it.”"
Genesis,3,13," The LORD God asked the woman, “Why did you do this?” She replied, “The snake tricked me into eating it.”"
Genesis,3,14,"Then the LORD God said to the snake, “You will be punished for this; you alone of all the animals must bear this curse: from now on you will crawl on your belly, and you will have to eat dust as long as you live."
Genesis,3,15,"I will make you and the woman hate each other; her offspring and yours will always be enemies. Her offspring will crush your head, and you will bite her offspring's heel.”"
Genesis,3,16,"And he said to the woman, “I will increase your trouble in pregnancy and your pain in giving birth. In spite of this, you will still have desire for your husband, yet you will be subject to him.”"
Genesis,3,17," And he said to the man, “You listened to your wife and ate the fruit which I told you not to eat. Because of what you have done, the ground will be under a curse. You will have to work hard all your life to make it produce enough food for you."
Genesis,3,18,"It will produce weeds and thorns, and you will have to eat wild plants."
Genesis,3,19,"You will have to work hard and sweat to make the soil produce anything, until you go back to the soil from which you were formed. You were made from soil, and you will become soil again.”"
Genesis,3,20,"Adam named his wife Eve, because she was the mother of all human beings."
Genesis,3,21,"And the LORD God made clothes out of animal skins for Adam and his wife, and he clothed them."
Genesis,3,22," Then the LORD God said, “Now the man has become like one of us and has knowledge of what is good and what is bad. He must not be allowed to take fruit from the tree that gives life, eat it, and live for ever.”"
Genesis,3,23,So the LORD God sent him out of the Garden of Eden and made him cultivate the soil from which he had been formed.
Genesis,3,24,Then at the east side of the garden he put living creatures and a flaming sword which turned in all directions. This was to keep anyone from coming near the tree that gives life.
Genesis,4,1,"Then Adam had intercourse with his wife, and she became pregnant. She bore a son and said, “By the LORD 's help I have acquired a son.” So she named him Cain."
Genesis,4,2,"Later she gave birth to another son, Abel. Abel became a shepherd, but Cain was a farmer."
Genesis,4,3,"After some time, Cain brought some of his harvest and gave it as an offering to the LORD."
Genesis,4,4,"Then Abel brought the first lamb born to one of his sheep, killed it, and gave the best parts of it as an offering. The LORD was pleased with Abel and his offering,"
Genesis,4,5,"but he rejected Cain and his offering. Cain became furious, and he scowled in anger."
Genesis,4,6,"Then the LORD said to Cain, “Why are you angry? Why that scowl on your face?"
Genesis,4,7,"If you had done the right thing, you would be smiling; but because you have done evil, sin is crouching at your door. It wants to rule you, but you must overcome it.”"
Genesis,4,8," Then Cain said to his brother Abel, “Let's go out in the fields.” When they were out in the fields, Cain turned on his brother and killed him."
Genesis,4,9,"The LORD asked Cain, “Where is your brother Abel?” He answered, “I don't know. Am I supposed to take care of my brother?”"
Genesis,4,10," Then the LORD said, “Why have you done this terrible thing? Your brother's blood is crying out to me from the ground, like a voice calling for revenge."
Genesis,4,11,You are placed under a curse and can no longer farm the soil. It has soaked up your brother's blood as if it had opened its mouth to receive it when you killed him.
Genesis,4,12,"If you try to grow crops, the soil will not produce anything; you will be a homeless wanderer on the earth.”"
Genesis,4,13,"And Cain said to the LORD , “This punishment is too hard for me to bear."
Genesis,4,14,"You are driving me off the land and away from your presence. I will be a homeless wanderer on the earth, and anyone who finds me will kill me.”"
Genesis,4,15,"But the LORD answered, “No. If anyone kills you, seven lives will be taken in revenge.” So the LORD put a mark on Cain to warn anyone who met him not to kill him."
Genesis,4,16,"And Cain went away from the LORD 's presence and lived in a land called “Wandering”, which is east of Eden."
Genesis,4,17,Cain and his wife had a son and named him Enoch. Then Cain built a city and named it after his son.
Genesis,4,18,"Enoch had a son named Irad, who was the father of Mehujael, and Mehujael had a son named Methushael, who was the father of Lamech."
Genesis,4,19,"Lamech had two wives, Adah and Zillah."
Genesis,4,20,"Adah gave birth to Jabal, who was the ancestor of those who raise livestock and live in tents."
Genesis,4,21,"His brother was Jubal, the ancestor of all musicians who play the harp and the flute."
Genesis,4,22,"Zillah gave birth to Tubal Cain, who made all kinds of tools out of bronze and iron. The sister of Tubal Cain was Naamah."
Genesis,4,23,"Lamech said to his wives, “Adah and Zillah, listen to me: I have killed a young man because he struck me."
Genesis,4,24," If seven lives are taken to pay for killing Cain, 77 will be taken if anyone kills me.”"
Genesis,4,25,"Adam and his wife had another son. She said, “God has given me a son to replace Abel, whom Cain killed.” So she named him Seth."
Genesis,4,26,Seth had a son whom he named Enosh. It was then that people began using the LORD 's holy name in worship.
Genesis,5,1," This is the list of the descendants of Adam. (When God created human beings, he made them like himself."
Genesis,5,2,"He created them male and female, blessed them, and named them “Humanity”.)"
Genesis,5,3,"When Adam was 130 years old, he had a son who was like him, and he named him Seth."
Genesis,5,4,"After that, Adam lived another 800 years. He had other children"
Genesis,5,5,and died at the age of 930.
Genesis,5,6,"When Seth was 105, he had a son, Enosh,"
Genesis,5,7,and then lived another 807 years. He had other children
Genesis,5,8,and died at the age of 912.
Genesis,5,9,"When Enosh was ninety, he had a son, Kenan,"
Genesis,5,10,and then lived another 815 years. He had other children
Genesis,5,11,and died at the age of 905.
Genesis,5,12,"When Kenan was seventy, he had a son, Mahalalel,"
Genesis,5,13,and then lived another 840 years. He had other children
Genesis,5,14,and died at the age of 910.
Genesis,5,15,"When Mahalalel was 65, he had a son, Jared,"
Genesis,5,16,and then lived another 830 years. He had other children
Genesis,5,17,and died at the age of 895.
Genesis,5,18,"When Jared was 162, he had a son, Enoch,"
Genesis,5,19,and then lived another 800 years. He had other children
Genesis,5,20,and died at the age of 962.
Genesis,5,21,"When Enoch was 65, he had a son, Methuselah."
Genesis,5,22,"After that, Enoch lived in fellowship with God for 300 years and had other children."
Genesis,5,23,He lived to be 365 years old.
Genesis,5,24,"He spent his life in fellowship with God, and then he disappeared, because God took him away."
Genesis,5,25,"When Methuselah was 187, he had a son, Lamech,"
Genesis,5,26,and then lived another 782 years. He had other children
Genesis,5,27,and died at the age of 969.
Genesis,5,28,"When Lamech was 182, he had a son,"
Genesis,5,29,"and said, “From the very ground on which the LORD put a curse, this child will bring us relief from all our hard work”; so he named him Noah."
Genesis,5,30,Lamech lived another 595 years. He had other children
Genesis,5,31,and died at the age of 777.
Genesis,5,32,"After Noah was 500 years old, he had three sons, Shem, Ham, and Japheth."
Genesis,6,1," When the human race had spread all over the world, and daughters were being born,"
Genesis,6,2,"some of the heavenly beings saw that these young women were beautiful, so they took the ones they liked."
Genesis,6,3,"Then the LORD said, “I will not allow people to live for ever; they are mortal. From now on they will live no longer than 120 years.”"
Genesis,6,4,"In those days, and even later, there were giants on the earth who were descendants of human women and the heavenly beings. They were the great heroes and famous men of long ago."
Genesis,6,5," When the LORD saw how wicked everyone on earth was and how evil their thoughts were all the time,"
Genesis,6,6,he was sorry that he had ever made them and put them on the earth. He was so filled with regret
Genesis,6,7,"that he said, “I will wipe out these people I have created, and also the animals and the birds, because I am sorry that I made any of them.”"
Genesis,6,8,But the LORD was pleased with Noah.
Genesis,7,1,"The LORD said to Noah, “Go into the boat with your whole family; I have found that you are the only one in all the world who does what is right."
Genesis,7,2,"Take with you seven pairs of each kind of ritually clean animal, but only one pair of each kind of unclean animal."
Genesis,7,3,Take also seven pairs of each kind of bird. Do this so that every kind of animal and bird will be kept alive to reproduce again on the earth.
Genesis,7,4,"Seven days from now I am going to send rain that will fall for forty days and nights, in order to destroy all the living beings that I have made.”"
Genesis,7,5,And Noah did everything that the LORD commanded.
Genesis,7,6,Noah was 600 years old when the flood came on the earth.
Genesis,7,7,"He and his wife, and his sons and their wives, went into the boat to escape the flood."
Genesis,7,8,"A male and a female of every kind of animal and bird, whether ritually clean or unclean,"
Genesis,7,9,"went into the boat with Noah, as God had commanded."
Genesis,7,10,Seven days later the flood came.
Genesis,7,11," When Noah was 600 years old, on the seventeenth day of the second month all the outlets of the vast body of water beneath the earth burst open, all the floodgates of the sky were opened,"
Genesis,7,12,and rain fell on the earth for forty days and nights.
Genesis,7,13,"On that same day Noah and his wife went into the boat with their three sons, Shem, Ham, and Japheth, and their wives."
Genesis,7,14,"With them went every kind of animal, domestic and wild, large and small, and every kind of bird."
Genesis,7,15,"A male and a female of each kind of living being went into the boat with Noah,"
Genesis,7,16,as God had commanded. Then the LORD shut the door behind Noah.
Genesis,7,17,"The flood continued for forty days, and the water became deep enough for the boat to float."
Genesis,7,18,"The water became deeper, and the boat drifted on the surface."
Genesis,7,19,It became so deep that it covered the highest mountains;
Genesis,7,20,it went on rising until it was about seven metres above the tops of the mountains.
Genesis,7,21,"Every living being on the earth died — every bird, every animal, and every person."
Genesis,7,22,Everything on earth that breathed died.
Genesis,7,23,"The LORD destroyed all living beings on the earth — human beings, animals, and birds. The only ones left were Noah and those who were with him in the boat."
Genesis,7,24,The water did not start going down for 150 days.
Genesis,8,1,"God had not forgotten Noah and all the animals with him in the boat; he caused a wind to blow, and the water started going down."
Genesis,8,2,"The outlets of the water beneath the earth and the floodgates of the sky were closed. The rain stopped,"
Genesis,8,3,and the water gradually went down for 150 days.
Genesis,8,4,On the seventeenth day of the seventh month the boat came to rest on a mountain in the Ararat range.
Genesis,8,5,"The water kept going down, and on the first day of the tenth month the tops of the mountains appeared."
Genesis,8,6,After forty days Noah opened a window
Genesis,8,7,"and sent out a raven. It did not come back, but kept flying around until the water was completely gone."
Genesis,8,8,"Meanwhile, Noah sent out a dove to see if the water had gone down,"
Genesis,8,9,"but since the water still covered all the land, the dove did not find a place to alight. It flew back to the boat, and Noah reached out and took it in."
Genesis,8,10,He waited another seven days and sent out the dove again.
Genesis,8,11,It returned to him in the evening with a fresh olive leaf in its beak. So Noah knew that the water had gone down.
Genesis,8,12,Then he waited another seven days and sent out the dove once more; this time it did not come back.
Genesis,8,13,"When Noah was 601 years old, on the first day of the first month, the water was gone. Noah removed the covering of the boat, looked round, and saw that the ground was getting dry."
Genesis,8,14,By the 27th day of the second month the earth was completely dry.
Genesis,8,15,"God said to Noah,"
Genesis,8,16,"“Go out of the boat with your wife, your sons, and their wives."
Genesis,8,17,"Take all the birds and animals out with you, so that they may reproduce and spread over all the earth.”"
Genesis,8,18,"So Noah went out of the boat with his wife, his sons, and their wives."
Genesis,8,19,All the animals and birds went out of the boat in groups of their own kind.
Genesis,8,20,"Noah built an altar to the LORD ; he took one of each kind of ritually clean animal and bird, and burnt them whole as a sacrifice on the altar."
Genesis,8,21,"The odour of the sacrifice pleased the LORD , and he said to himself, “Never again will I put the earth under a curse because of what people do; I know that from the time they are young their thoughts are evil. Never again will I destroy all living beings, as I have done this time."
Genesis,8,22,"As long as the world exists, there will be a time for planting and a time for harvest. There will always be cold and heat, summer and winter, day and night.”"
Genesis,9,1," God blessed Noah and his sons and said, “Have many children, so that your descendants will live all over the earth."
Genesis,9,2,"All the animals, birds, and fish will live in fear of you. They are all placed under your power."
Genesis,9,3,"Now you can eat them, as well as green plants; I give them all to you for food."
Genesis,9,4,The one thing you must not eat is meat with blood still in it; I forbid this because the life is in the blood.
Genesis,9,5,"If anyone takes human life, he will be punished. I will punish with death any animal that takes a human life."
Genesis,9,6,"Human beings were made like God, so whoever murders one of them will be killed by someone else."
Genesis,9,7," “You must have many children, so that your descendants will live all over the earth.”"
Genesis,9,8,"God said to Noah and his sons,"
Genesis,9,9,"“I am now making my covenant with you and with your descendants,"
Genesis,9,10,and with all living beings — all birds and all animals — everything that came out of the boat with you.
Genesis,9,11,With these words I make my covenant with you: I promise that never again will all living beings be destroyed by a flood; never again will a flood destroy the earth.
Genesis,9,12,"As a sign of this everlasting covenant which I am making with you and with all living beings,"
Genesis,9,13,I am putting my bow in the clouds. It will be the sign of my covenant with the world.
Genesis,9,14,"Whenever I cover the sky with clouds and the rainbow appears,"
Genesis,9,15,I will remember my promise to you and to all the animals that a flood will never again destroy all living beings.
Genesis,9,16,"When the rainbow appears in the clouds, I will see it and remember the everlasting covenant between me and all living beings on earth."
Genesis,9,17,That is the sign of the promise which I am making to all living beings.”
Genesis,9,18,"The sons of Noah who went out of the boat were Shem, Ham, and Japheth. (Ham was the father of Canaan.)"
Genesis,9,19,These three sons of Noah were the ancestors of all the people on earth.
Genesis,9,20,"Noah, who was a farmer, was the first man to plant a vineyard."
Genesis,9,21,"After he drank some of the wine, he became drunk, took off his clothes, and lay naked in his tent."
Genesis,9,22,"When Ham, the father of Canaan, saw that his father was naked, he went out and told his two brothers."
Genesis,9,23,"Then Shem and Japheth took a robe and held it behind them on their shoulders. They walked backwards into the tent and covered their father, keeping their faces turned away so as not to see him naked."
Genesis,9,24,"When Noah was sober again and learnt what his youngest son had done to him,"
Genesis,9,25,"he said, “A curse on Canaan! He will be a slave to his brothers."
Genesis,9,26,"Give praise to the LORD , the God of Shem! Canaan will be the slave of Shem."
Genesis,9,27,May God cause Japheth to increase! May his descendants live with the people of Shem! Canaan will be the slave of Japheth.”
Genesis,9,28,After the flood Noah lived for 350 years
Genesis,9,29,and died at the age of 950.
Genesis,10,1,"These are the descendants of Noah's sons, Shem, Ham, and Japheth. These three had sons after the flood."
Genesis,10,2,"The sons of Japheth — Gomer, Magog, Madai, Javan, Tubal, Meshech, and Tiras — were the ancestors of the peoples who bear their names."
Genesis,10,3,"The descendants of Gomer were the people of Ashkenaz, Riphath, and Togarmah."
Genesis,10,4,"The descendants of Javan were the people of Elishah, Spain, Cyprus, and Rhodes;"
Genesis,10,5,"they were the ancestors of the people who live along the coast and on the islands. These are the descendants of Japheth, living in their different tribes and countries, each group speaking its own language."
Genesis,10,6,"The sons of Ham — Cush, Egypt, Libya and Canaan — were the ancestors of the peoples who bear their names."
Genesis,10,7,"The descendants of Cush were the people of Seba, Havilah, Sabtah, Raamah, and Sabteca. The descendants of Raamah were the people of Sheba and Dedan."
Genesis,10,8,"Cush had a son named Nimrod, who became the world's first great conqueror."
Genesis,10,9,"By the LORD 's help he was a great hunter, and that is why people say, “May the LORD make you as great a hunter as Nimrod!”"
Genesis,10,10,"At first his kingdom included Babylon, Erech, and Accad, all three of them in Babylonia."
Genesis,10,11,"From that land he went to Assyria and built the cities of Nineveh, Rehoboth Ir, Calah,"
Genesis,10,12,"and Resen, which is between Nineveh and the great city of Calah."
Genesis,10,13,"The descendants of Egypt were the people of Lydia, Anam, Lehab, Naphtuh,"
Genesis,10,14,"Pathrus, Casluh, and of Crete, from whom the Philistines are descended."
Genesis,10,15,"Canaan's sons — Sidon, the eldest, and Heth — were the ancestors of the peoples who bear their names."
Genesis,10,16,"Canaan was also the ancestor of the Jebusites, the Amorites, the Girgashites,"
Genesis,10,17,"the Hivites, the Arkites, the Sinites,"
Genesis,10,18,"the Arvadites, the Zemarites, and the Hamathites. The different tribes of the Canaanites spread out,"
Genesis,10,19,"until the Canaanite borders reached from Sidon southwards to Gerar near Gaza, and eastwards to Sodom, Gomorrah, Admah, and Zeboiim near Lasha."
Genesis,10,20,"These are the descendants of Ham, living in their different tribes and countries, each group speaking its own language."
Genesis,10,21,"Shem, the elder brother of Japheth, was the ancestor of all the Hebrews."
Genesis,10,22,"Shem's sons — Elam, Asshur, Arpachshad, Lud, and Aram — were the ancestors of the peoples who bear their names."
Genesis,10,23,"The descendants of Aram were the people of Uz, Hul, Gether, and Meshek."
Genesis,10,24,"Arpachshad was the father of Shelah, who was the father of Eber."
Genesis,10,25,"Eber had two sons: one was named Peleg, because during his time the people of the world were divided; and the other was named Joktan."
Genesis,10,26,"The descendants of Joktan were the people of Almodad, Sheleph, Hazarmaveth, Jerah,"
Genesis,10,27,"Hadoram, Uzal, Diklah,"
Genesis,10,28,"Obal, Abimael, Sheba,"
Genesis,10,29,"Ophir, Havilah, and Jobab. All of them were descended from Joktan."
Genesis,10,30,The land in which they lived extended from Mesha to Sephar in the eastern hill country.
Genesis,10,31,"These are the descendants of Shem, living in their different tribes and countries, each group speaking its own language."
Genesis,10,32,"All these peoples are the descendants of Noah, nation by nation, according to their different lines of descent. After the flood all the nations of the earth were descended from the sons of Noah."
Genesis,11,1,"At first, the people of the whole world had only one language and used the same words."
Genesis,11,2,"As they wandered about in the East, they came to a plain in Babylonia and settled there."
Genesis,11,3,"They said to one another, “Come on! Let's make bricks and bake them hard.” So they had bricks to build with and tar to hold them together."
Genesis,11,4,"They said, “Now let's build a city with a tower that reaches the sky, so that we can make a name for ourselves and not be scattered all over the earth.”"
Genesis,11,5,"Then the LORD came down to see the city and the tower which those men had built,"
Genesis,11,6,"and he said, “Now then, these are all one people and they speak one language; this is just the beginning of what they are going to do. Soon they will be able to do anything they want!"
Genesis,11,7,Let us go down and mix up their language so that they will not understand one another.”
Genesis,11,8,"So the LORD scattered them all over the earth, and they stopped building the city."
Genesis,11,9,"The city was called Babylon, because there the LORD mixed up the language of all the people, and from there he scattered them all over the earth."
Genesis,11,10,"These are the descendants of Shem. Two years after the flood, when Shem was 100 years old, he had a son, Arpachshad."
Genesis,11,11,"After that, he lived another 500 years and had other children."
Genesis,11,12,"When Arpachshad was 35 years old, he had a son, Shelah;"
Genesis,11,13,"after that, he lived another 403 years and had other children."
Genesis,11,14,"When Shelah was thirty years old, he had a son, Eber;"
Genesis,11,15,"after that, he lived another 403 years and had other children."
Genesis,11,16,"When Eber was 34 years old, he had a son, Peleg;"
Genesis,11,17,"after that, he lived another 430 years and had other children."
Genesis,11,18,"When Peleg was thirty years old, he had a son, Reu;"
Genesis,11,19,"after that, he lived another 209 years and had other children."
Genesis,11,20,"When Reu was 32 years old, he had a son, Serug;"
Genesis,11,21,"after that, he lived another 207 years and had other children."
Genesis,11,22,"When Serug was thirty years old, he had a son, Nahor;"
Genesis,11,23,"after that, he lived another 200 years and had other children."
Genesis,11,24,"When Nahor was 29 years old, he had a son, Terah;"
Genesis,11,25,"after that, he lived another 119 years and had other children."
Genesis,11,26,"After Terah was seventy years old, he became the father of Abram, Nahor, and Haran."
Genesis,11,27,"These are the descendants of Terah, who was the father of Abram, Nahor, and Haran. Haran was the father of Lot,"
Genesis,11,28,"and Haran died in his native city, Ur in Babylonia, while his father was still living."
Genesis,11,29,"Abram married Sarai, and Nahor married Milcah, the daughter of Haran, who was also the father of Iscah."
Genesis,11,30,Sarai was not able to have children.
Genesis,11,31,"Terah took his son Abram, his grandson Lot, who was the son of Haran, and his daughter-in-law Sarai, Abram's wife, and with them he left the city of Ur in Babylonia to go to the land of Canaan. They went as far as Haran and settled there."
Genesis,11,32,Terah died there at the age of 205.
Genesis,12,1," The LORD said to Abram, “Leave your country, your relatives, and your father's home, and go to a land that I am going to show you."
Genesis,12,2,"I will give you many descendants, and they will become a great nation. I will bless you and make your name famous, so that you will be a blessing."
Genesis,12,3," I will bless those who bless you, But I will curse those who curse you. And through you I will bless all the nations.”"
Genesis,12,4,"When Abram was 75 years old, he started out from Haran, as the LORD had told him to do; and Lot went with him."
Genesis,12,5,"Abram took his wife Sarai, his nephew Lot, and all the wealth and all the slaves they had acquired in Haran, and they started out for the land of Canaan. When they arrived in Canaan,"
Genesis,12,6,"Abram travelled through the land until he came to the sacred tree of Moreh, the holy place at Shechem. (At that time the Canaanites were still living in the land.)"
Genesis,12,7,"The LORD appeared to Abram and said to him, “This is the country that I am going to give to your descendants.” Then Abram built an altar there to the LORD , who had appeared to him."
Genesis,12,8,"After that, he moved on south to the hill country east of the city of Bethel and set up his camp between Bethel on the west and Ai on the east. There also he built an altar and worshipped the LORD."
Genesis,12,9,"Then he moved on from place to place, going towards the southern part of Canaan."
Genesis,12,10,"But there was a famine in Canaan, and it was so bad that Abram went farther south to Egypt, to live there for a while."
Genesis,12,11,"When he was about to cross the border into Egypt, he said to his wife Sarai, “You are a beautiful woman."
Genesis,12,12,"When the Egyptians see you, they will assume that you are my wife, and so they will kill me and let you live."
Genesis,12,13,Tell them that you are my sister; then because of you they will let me live and treat me well.”
Genesis,12,14,"When he crossed the border into Egypt, the Egyptians did see that his wife was beautiful."
Genesis,12,15,Some of the court officials saw her and told the king how beautiful she was; so she was taken to his palace.
Genesis,12,16,"Because of her the king treated Abram well and gave him flocks of sheep and goats, cattle, donkeys, slaves, and camels."
Genesis,12,17,"But because the king had taken Sarai, the LORD sent terrible diseases on him and on the people of his palace."
Genesis,12,18,"Then the king sent for Abram and asked him, “What have you done to me? Why didn't you tell me that she was your wife?"
Genesis,12,19,"Why did you say that she was your sister, and let me take her as my wife? Here is your wife; take her and get out!”"
Genesis,12,20,"The king gave orders to his men, so they took Abram and put him out of the country, together with his wife and everything he owned."
Genesis,13,1,"Abram went north out of Egypt to the southern part of Canaan with his wife and everything he owned, and Lot went with him."
Genesis,13,2,"Abram was a very rich man, with sheep, goats, and cattle, as well as silver and gold."
Genesis,13,3,"Then he left there and moved from place to place, going towards Bethel. He reached the place between Bethel and Ai where he had camped before"
Genesis,13,4,and had built an altar. There he worshipped the LORD.
Genesis,13,5,"Lot also had sheep, goats, and cattle, as well as his own family and servants."
Genesis,13,6,"And so there was not enough pasture land for the two of them to stay together, because they had too many animals."
Genesis,13,7,So quarrels broke out between the men who took care of Abram's animals and those who took care of Lot's animals. (At that time the Canaanites and the Perizzites were still living in the land.)
Genesis,13,8,"Then Abram said to Lot, “We are relatives, and your men and my men shouldn't be quarrelling."
Genesis,13,9,"So let's separate. Choose any part of the land you want. You go one way, and I'll go the other.”"
Genesis,13,10," Lot looked round and saw that the whole Jordan Valley, all the way to Zoar, had plenty of water, like the Garden of the LORD or like the land of Egypt. (This was before the LORD had destroyed the cities of Sodom and Gomorrah.)"
Genesis,13,11,So Lot chose the whole Jordan Valley for himself and moved away towards the east. That is how the two men parted.
Genesis,13,12,"Abram stayed in the land of Canaan, and Lot settled among the cities in the valley and camped near Sodom,"
Genesis,13,13,whose people were wicked and sinned against the LORD.
Genesis,13,14,"After Lot had left, the LORD said to Abram, “From where you are, look carefully in all directions."
Genesis,13,15,"I am going to give you and your descendants all the land that you see, and it will be yours for ever."
Genesis,13,16,I am going to give you so many descendants that no one will be able to count them all; it would be as easy to count all the specks of dust on earth!
Genesis,13,17,"Now, go and look over the whole land, because I am going to give it all to you.”"
Genesis,13,18,"So Abram moved his camp and settled near the sacred trees of Mamre at Hebron, and there he built an altar to the LORD."
Genesis,14,1,"Four kings, Amraphel of Babylonia, Arioch of Ellasar, Chedorlaomer of Elam, and Tidal of Goiim,"
Genesis,14,2,"went to war against five other kings: Bera of Sodom, Birsha of Gomorrah, Shinab of Admah, Shemeber of Zeboiim, and the king of Bela (or Zoar)."
Genesis,14,3,"These five kings had formed an alliance and joined forces in the Valley of Siddim, which is now the Dead Sea."
Genesis,14,4,"They had been under the control of Chedorlaomer for twelve years, but in the thirteenth year they rebelled against him."
Genesis,14,5,"In the fourteenth year Chedorlaomer and his allies came with their armies and defeated the Rephaim in Ashteroth Karnaim, the Zuzim in Ham, the Emim in the plain of Kiriathaim,"
Genesis,14,6,"and the Horites in the mountains of Edom, pursuing them as far as Elparan on the edge of the desert."
Genesis,14,7,Then they turned round and came back to Kadesh (then known as Enmishpat). They conquered all the land of the Amalekites and defeated the Amorites who lived in Hazazon Tamar.
Genesis,14,8,"Then the kings of Sodom, Gomorrah, Admah, Zeboiim, and Bela drew up their armies for battle in the Valley of Siddim and fought"
Genesis,14,9,"against the kings of Elam, Goiim, Babylonia, and Ellasar, five kings against four."
Genesis,14,10,"The valley was full of tar pits, and when the kings of Sodom and Gomorrah tried to run away from the battle, they fell into the pits; but the other three kings escaped to the mountains."
Genesis,14,11,"The four kings took everything in Sodom and Gomorrah, including the food, and went away."
Genesis,14,12,"Lot, Abram's nephew, was living in Sodom, so they took him and all his possessions."
Genesis,14,13,"But a man escaped and reported all this to Abram, the Hebrew, who was living near the sacred trees belonging to Mamre the Amorite. Mamre and his brothers Eshcol and Aner were Abram's allies."
Genesis,14,14,"When Abram heard that his nephew had been captured, he called together all the fighting men in his camp, 318 in all, and pursued the four kings all the way to Dan."
Genesis,14,15,"There he divided his men into groups, attacked the enemy by night, and defeated them. He chased them as far as Hobah, north of Damascus,"
Genesis,14,16,"and recovered the loot that had been taken. He also brought back his nephew Lot and his possessions, together with the women and the other prisoners."
Genesis,14,17,"When Abram came back from his victory over Chedorlaomer and the other kings, the king of Sodom went out to meet him in the Valley of Shaveh (also called the King's Valley)."
Genesis,14,18,"And Melchizedek, who was king of Salem and also a priest of the Most High God, brought bread and wine to Abram,"
Genesis,14,19,"blessed him, and said, “May the Most High God, who made heaven and earth, bless Abram!"
Genesis,14,20,"May the Most High God, who gave you victory over your enemies, be praised!” And Abram gave Melchizedek a tenth of all the loot he had recovered."
